Category,Message
ham,Meeting at 3pm today in room 204
ham,Let's catch up over lunch
spam,Win a FREE prize now!
spam,Free entry in a lucky draw!
ham,Don't forget the meeting at 2
spam,Buy 1 get 1 FREE! Hurry up!
ham,The assignment is due by midnight
ham,The assignment is due by midnight
ham,Can we reschedule our discussion?
spam,"Exclusive deal, click the link now!"
ham,Are you coming to the event tomorrow?
spam,"Exclusive deal, click the link now!"
spam,"Exclusive deal, click the link now!"
spam,Win a FREE prize now!
spam,Free entry in a lucky draw!
ham,Are you coming to the event tomorrow?
spam,Get your FREE trial today
ham,Meeting at 3pm today in room 204
ham,Bring your notes for the tutorial
ham,Don't forget the meeting at 2
ham,Don't forget the meeting at 2
ham,Final project presentation is tomorrow
ham,Final project presentation is tomorrow
spam,Buy 1 get 1 FREE! Hurry up!
ham,Don't forget the meeting at 2
spam,Buy 1 get 1 FREE! Hurry up!
spam,Win a FREE prize now!
ham,Final project presentation is tomorrow
spam,"Exclusive deal, click the link now!"
spam,Claim your voucher now before it expires
ham,Final project presentation is tomorrow
spam,"Limited offer just for you, claim now!"
ham,The assignment is due by midnight
spam,Win a FREE prize now!
ham,Final project presentation is tomorrow
ham,Don't forget the meeting at 2
spam,Buy 1 get 1 FREE! Hurry up!
spam,Congratulations! You have won a lottery!
spam,Congratulations! You have won a lottery!
spam,Buy 1 get 1 FREE! Hurry up!
ham,Final project presentation is tomorrow
ham,Let's catch up over lunch
ham,Let's catch up over lunch
spam,Congratulations! You have won a lottery!
ham,The assignment is due by midnight
ham,The assignment is due by midnight
ham,Can we reschedule our discussion?
spam,Free entry in a lucky draw!
ham,Final project presentation is tomorrow
ham,Let's catch up over lunch
ham,Final project presentation is tomorrow
spam,Buy 1 get 1 FREE! Hurry up!
ham,Are you coming to the event tomorrow?
ham,Final project presentation is tomorrow
spam,Claim your voucher now before it expires
spam,Get your FREE trial today
spam,Buy 1 get 1 FREE! Hurry up!
spam,Claim your voucher now before it expires
spam,You have been selected for a cash reward
ham,See you in class at 10
spam,Buy 1 get 1 FREE! Hurry up!
ham,Don't forget the meeting at 2
ham,See you in class at 10
ham,Final project presentation is tomorrow
spam,Claim your voucher now before it expires
ham,Let's catch up over lunch
ham,Are you coming to the event tomorrow?
ham,Let's catch up over lunch
spam,"Limited offer just for you, claim now!"
ham,Can we reschedule our discussion?
spam,"Limited offer just for you, claim now!"
ham,The assignment is due by midnight
spam,Free entry in a lucky draw!
spam,Free entry in a lucky draw!
ham,Are you coming to the event tomorrow?
spam,You have been selected for a cash reward
ham,Let's catch up over lunch
ham,See you in class at 10
spam,"Exclusive deal, click the link now!"
ham,Final project presentation is tomorrow
ham,Final project presentation is tomorrow
spam,You have been selected for a cash reward
ham,Meeting at 3pm today in room 204
ham,Bring your notes for the tutorial
ham,Let's catch up over lunch
spam,"Exclusive deal, click the link now!"
spam,Free entry in a lucky draw!
ham,Can we reschedule our discussion?
spam,Get your FREE trial today
spam,Buy 1 get 1 FREE! Hurry up!
spam,"Exclusive deal, click the link now!"
spam,Buy 1 get 1 FREE! Hurry up!
ham,The assignment is due by midnight
ham,Bring your notes for the tutorial
spam,"Exclusive deal, click the link now!"
ham,Bring your notes for the tutorial
ham,Bring your notes for the tutorial
ham,Are you coming to the event tomorrow?
spam,"Limited offer just for you, claim now!"
ham,Are you coming to the event tomorrow?
ham,Don't forget the meeting at 2
ham,Can we reschedule our discussion?
spam,Claim your voucher now before it expires
spam,Get your FREE trial today
spam,Congratulations! You have won a lottery!
spam,Congratulations! You have won a lottery!
spam,Get your FREE trial today
spam,"Exclusive deal, click the link now!"
ham,Don't forget the meeting at 2
ham,Bring your notes for the tutorial
spam,Buy 1 get 1 FREE! Hurry up!
spam,Win a FREE prize now!
ham,Bring your notes for the tutorial
spam,Claim your voucher now before it expires
spam,Win a FREE prize now!
spam,"Limited offer just for you, claim now!"
ham,Bring your notes for the tutorial
ham,Final project presentation is tomorrow
ham,Don't forget the meeting at 2
spam,You have been selected for a cash reward
ham,Are you coming to the event tomorrow?
spam,"Limited offer just for you, claim now!"
ham,Bring your notes for the tutorial
spam,"Exclusive deal, click the link now!"
spam,"Exclusive deal, click the link now!"
spam,"Exclusive deal, click the link now!"
ham,Are you coming to the event tomorrow?
ham,Don't forget the meeting at 2
spam,Claim your voucher now before it expires
ham,Meeting at 3pm today in room 204
ham,The assignment is due by midnight
ham,See you in class at 10
spam,Get your FREE trial today
ham,Bring your notes for the tutorial
spam,Free entry in a lucky draw!
spam,Free entry in a lucky draw!
ham,The assignment is due by midnight
spam,"Exclusive deal, click the link now!"
ham,The assignment is due by midnight
ham,Let's catch up over lunch
ham,Can we reschedule our discussion?
ham,Bring your notes for the tutorial
ham,Bring your notes for the tutorial
spam,Congratulations! You have won a lottery!
ham,Can we reschedule our discussion?
ham,Don't forget the meeting at 2
ham,Meeting at 3pm today in room 204
spam,Get your FREE trial today
spam,Congratulations! You have won a lottery!
spam,Free entry in a lucky draw!
ham,Don't forget the meeting at 2
spam,You have been selected for a cash reward
ham,The assignment is due by midnight
ham,Don't forget the meeting at 2
ham,The assignment is due by midnight
ham,Meeting at 3pm today in room 204
spam,Win a FREE prize now!
ham,Don't forget the meeting at 2
ham,Can we reschedule our discussion?
spam,Win a FREE prize now!
spam,Free entry in a lucky draw!
ham,Meeting at 3pm today in room 204
ham,Are you coming to the event tomorrow?
ham,Bring your notes for the tutorial
ham,Are you coming to the event tomorrow?
spam,Claim your voucher now before it expires
spam,"Limited offer just for you, claim now!"
ham,Meeting at 3pm today in room 204
spam,Win a FREE prize now!
ham,Meeting at 3pm today in room 204
ham,Are you coming to the event tomorrow?
spam,You have been selected for a cash reward
ham,The assignment is due by midnight
spam,Win a FREE prize now!
ham,See you in class at 10
ham,The assignment is due by midnight
ham,Let's catch up over lunch
ham,Don't forget the meeting at 2
ham,The assignment is due by midnight
ham,The assignment is due by midnight
ham,Let's catch up over lunch
spam,Free entry in a lucky draw!
ham,Don't forget the meeting at 2
spam,Congratulations! You have won a lottery!
ham,Final project presentation is tomorrow
ham,The assignment is due by midnight
ham,Final project presentation is tomorrow
ham,The assignment is due by midnight
ham,Can we reschedule our discussion?
spam,Free entry in a lucky draw!
ham,Meeting at 3pm today in room 204
ham,Don't forget the meeting at 2
spam,Free entry in a lucky draw!
ham,Bring your notes for the tutorial
spam,Win a FREE prize now!
spam,Congratulations! You have won a lottery!
ham,Don't forget the meeting at 2
spam,Congratulations! You have won a lottery!
spam,Get your FREE trial today
spam,Win a FREE prize now!
ham,Bring your notes for the tutorial
ham,Final project presentation is tomorrow
spam,Win a FREE prize now!
spam,Congratulations! You have won a lottery!
ham,Are you coming to the event tomorrow?
ham,Are you coming to the event tomorrow?
ham,The assignment is due by midnight
ham,Final project presentation is tomorrow
ham,See you in class at 10
spam,"Limited offer just for you, claim now!"
ham,Don't forget the meeting at 2
ham,Meeting at 3pm today in room 204
spam,Buy 1 get 1 FREE! Hurry up!
spam,"Limited offer just for you, claim now!"
spam,You have been selected for a cash reward
spam,Free entry in a lucky draw!
spam,Claim your voucher now before it expires
ham,Let's catch up over lunch
spam,Congratulations! You have won a lottery!
spam,"Limited offer just for you, claim now!"
ham,The assignment is due by midnight
ham,Bring your notes for the tutorial
spam,Get your FREE trial today
spam,Free entry in a lucky draw!
ham,Can we reschedule our discussion?
ham,Can we reschedule our discussion?
spam,You have been selected for a cash reward
spam,You have been selected for a cash reward
ham,Can we reschedule our discussion?
ham,Meeting at 3pm today in room 204
ham,Let's catch up over lunch
ham,The assignment is due by midnight
ham,Let's catch up over lunch
ham,Let's catch up over lunch
spam,Get your FREE trial today
spam,Get your FREE trial today
ham,The assignment is due by midnight
spam,Buy 1 get 1 FREE! Hurry up!
spam,Win a FREE prize now!
ham,Can we reschedule our discussion?
ham,Bring your notes for the tutorial
ham,See you in class at 10
spam,Get your FREE trial today
ham,Are you coming to the event tomorrow?
spam,Free entry in a lucky draw!
spam,Claim your voucher now before it expires
ham,See you in class at 10
spam,Get your FREE trial today
ham,Meeting at 3pm today in room 204
ham,Meeting at 3pm today in room 204
ham,Are you coming to the event tomorrow?
ham,The assignment is due by midnight
spam,Win a FREE prize now!
ham,The assignment is due by midnight
ham,Final project presentation is tomorrow
ham,See you in class at 10
ham,Don't forget the meeting at 2
ham,Can we reschedule our discussion?
ham,Are you coming to the event tomorrow?
spam,Buy 1 get 1 FREE! Hurry up!
spam,Free entry in a lucky draw!
ham,Final project presentation is tomorrow
spam,Claim your voucher now before it expires
spam,Win a FREE prize now!
ham,Bring your notes for the tutorial
spam,Claim your voucher now before it expires
spam,You have been selected for a cash reward
spam,You have been selected for a cash reward
ham,Let's catch up over lunch
spam,Get your FREE trial today
ham,Are you coming to the event tomorrow?
ham,See you in class at 10
ham,See you in class at 10
spam,Congratulations! You have won a lottery!
ham,Bring your notes for the tutorial
spam,"Exclusive deal, click the link now!"
ham,Final project presentation is tomorrow
spam,Win a FREE prize now!
ham,Are you coming to the event tomorrow?
ham,The assignment is due by midnight
spam,Get your FREE trial today
ham,Are you coming to the event tomorrow?
spam,Win a FREE prize now!
spam,Buy 1 get 1 FREE! Hurry up!
ham,The assignment is due by midnight
spam,Congratulations! You have won a lottery!
spam,Get your FREE trial today
ham,Meeting at 3pm today in room 204
ham,Final project presentation is tomorrow
ham,Let's catch up over lunch
ham,Meeting at 3pm today in room 204
spam,Congratulations! You have won a lottery!
spam,Get your FREE trial today
spam,You have been selected for a cash reward
spam,Free entry in a lucky draw!
ham,Meeting at 3pm today in room 204
ham,Bring your notes for the tutorial
spam,Win a FREE prize now!
spam,Buy 1 get 1 FREE! Hurry up!
spam,Claim your voucher now before it expires
spam,Win a FREE prize now!
spam,You have been selected for a cash reward
spam,Win a FREE prize now!
spam,You have been selected for a cash reward
ham,Let's catch up over lunch
ham,Bring your notes for the tutorial
ham,Bring your notes for the tutorial
spam,Claim your voucher now before it expires
ham,Are you coming to the event tomorrow?
ham,Can we reschedule our discussion?
spam,Win a FREE prize now!
spam,Win a FREE prize now!
ham,Bring your notes for the tutorial
ham,Meeting at 3pm today in room 204
